,tweets,sentiment
2820,"['onto', 'know', 'secretly', 'pine', 'masculine', 'order', 'objective', 'morality', 'discipline', 'transcendent', 'pursuit']",0
2821,"['literally', 'die', 'live', 'time', 'catch', 'twitter', 'follow', 'life', 'basic']",0
2822,"['yesterday', 'sept', 'installed', 'new', 'stratagem', 'include', 'audacity', 'rejoice', 'harbour', 'tower', 'tenaciously', 'follow']",1
2823,"['official', 'get', 'touch', 'issue', 'address']",0
2824,"['mary', 'astound', 'concept', 'leftover', 'milk', 'end', 'cereal']",0
2825,"['big', 'two']",0
2826,"['depress', 'shit', 'ever']",0
2827,"['always', 'lead', 'kind', 'hilarity', 'average', 'people', 'never', 'experience', 'especially', 'breakup']",1
2828,['feeling'],0
2829,"['huge', 'congrats', 'friend', 'tomorrow']",1
2830,"['certainly', 'catch', 'multitude']",1
2831,"['blame', 'manager', 'watch', 'player', 'play', 'abysmal', 'team', 'dreadful', 'jose', 'save', 'one']",0
2832,"['indignant', 'want', 'world', 'know', 'ibama', 'nothing', 'pugin', 'want']",0
2833,"['finish', 'discover', 'never', 'random']",1
2834,"['good', 'second', 'half', 'team', 'season']",1
2835,"['awe', 'adorable']",1
2836,"['evidently', 'feel', 'show', 'return', 'nothing']",0
2837,"['mao', 'smutty', 'hater', 'girl', 'video', 'hilarious', 'joy', 'face', 'tears', 'of', 'with']",0
2838,"['day', 'listen', 'sound', 'chopper', 'work', 'way', 'closer', 'home', 'make']",1
2839,"['point', 'today', 'someone', 'say', 'something', 'remotely', 'kind', 'waterfall', 'burst', 'eye']",1
2840,"['astound', 'respect', 'black', 'vote', 'like', 'human', 'talk', 'towards', 'bigotry', 'display']",0
2841,"['simple', 'get', 'two', 'shot', 'espresso', 'grande', 'deaf', 'degree', 'soy', 'americano', 'extra', 'foam']",0
2842,"['meanwhile', 'get', 'train', 'hope', 'really', 'really', 'enjoy', 'hotel', 'shennan']",1
2843,"['butterfly', 'stomach']",0
2844,"['allah', 'blood', 'boil', 'need', 'take', 'nap', 'ugh']",0
2845,"['steak', 'pie', 'supper']",0
2846,"['know', 'man', 'assume', 'heat', 'argument', 'penis']",0
2847,"['come', 'mum', 'sweet', 'see-no-evil', 'monkey']",0
2848,"['wat', 'irony', 'lecture', 'world', 'curb']",0
2849,"['even', 'forget', 'pick', 'fave', 'child', 'school']",0
2850,"['scared', 'press', 'send']",0
2851,"['serious', 'problem', 'expectation', 'private', 'philanthropy', 'replace', 'functional', 'government', 'service', 'dangerous']",0
2852,"['melancholy', 'hill']",1
2853,"['baby', 'bear', 'soon', 'year', 'feel', 'like', 'yesterday']",0
2854,"['ready', 'sweet', 'princess', 'arrive', 'week', 'saturday']",1
2855,"['meanwhile', 'white', 'cop', 'keep', 'kill', 'black', 'people', 'outrage', 'strange', 'society']",0
2856,"['take', 'school', 'proud', 'say', 'got', 'accept', 'girl', 'finish']",0
2857,"['feel', 'worthless', 'always']",0
2858,"['know', 'bad', 'purpose']",1
2859,"['ball', 'watch', 'rodo', 'header', 'equally', 'dreadful']",0
2860,"['want', 'dad', 'play', 'kick', 'baby', 'little', 'one']",1
2861,"['dear', 'everyone', 'hsu', 'stop', 'walking', 'phone', 'smile', 'wave', 'smile', 'wave', 'back']",0
2862,"['sadly', 'david', 'long', 'imagine', 'together', 'wow']",0
2863,"['outrage', 'black', 'man', 'kill', 'another', 'black', 'man', 'street']",0
2864,"['completely', 'blow', 'away', 'cast', 'tonight']",0
2865,"['feel', 'like', 'sing', 'song', 'human', 'sadness', 'julian', 'casablanca', 'void', 'sad', 'music']",0
2866,"['another', 'fun', 'fact', 'afraid']",0
2867,"['wrong', 'need', 'levity', 'record']",0
2868,"['bring', 'interview', 'hospital', 'tho', 'see-no-evil', 'monkey']",0
2869,"['hear', 'noise', 'same', 'open', 'eye', 'sit', 'face', 'julia', 'eec', 'see', 'someone', 'around', 'staid']",0
2870,"['jovial', 'trump', 'king', 'publicly', 'tell', 'crowd', 'need', 'always', 'nigger']",0
2871,"['suppose', 'animosity', 'bullshit', 'con', 'iranian']",0
2872,"['wear', 'yellow', 'today', 'bring', 'little', 'sunshine', 'gloomy', 'day']",1
2873,"['sure', 'burn', 'loot', 'really', 'positively', 'impact', 'community']",0
2874,"['reach', 'hope', 'contact', 'technical', 'issue', 'severely', 'lack']",0
2875,"['true', 'spit', 'venom', 'still', 'bitter', 'stripe', 'like', 'old', 'man', 'yell', 'porch']",0
2876,"['val', 'remind', 'one', 'cheerful', 'witch', 'look', 'aurora', 'disney', 'sleep', 'beauty']",0
2877,"['may', 'man', 'live', 'well', 'long', 'enough', 'leave', 'many', 'joyful', 'widow', 'behind']",1
2878,"['cop', 'chill', 'pine', 'lake']",0
2879,"['every', 'cal', 'person', 'snap', 'chic', 'fil', 'story', 'lol']",1
2880,"['focus', 'let', 'love', 'define', 'happy', 'let', 'make', 'bitter', 'get', 'hurt']",1
2881,"['whenever', 'confront', 'wild', 'animal', 'hostile', 'individual', 'remember', 'smell', 'fact', 'pant']",0
2882,"['shut', 'hashtags', 'cool']",1
2883,"['watch', 'one', 'favorite', 'actresses', 'last', 'night', 'watch', 'want', 'meet']",1
2884,"['anxiety', 'level']",0
2885,"['bring', 'touchy', 'subject', 'people', 'get', 'way', 'offended', 'day']",0
2886,"['class', 'cancel', 'due', 'funeral', 'sure', 'appropriate', 'happy', 'sad']",0
2887,"['projection', 'perception', 'see', 'someone', 'else', 'also', 'level', 'within']",0
2888,"['line', 'quit', 'take', 'place', 'ultimate', 'strength', 'start', 'feel', 'weary', 'tone', 'flexed', 'biceps', 'medium-dark', 'skin']",1
2889,"['removal', 'regardless', 'cost', 'lamentable', 'answer', 'ajvksk']",0
2890,"['kinda', 'wan', 'book', 'vacation', 'anyone', 'wan', 'tag', 'along']",1
2891,"['may', 'case', 'may', 'unavoidable', 'see', 'sudden', 'excitement', 'become', 'sin']",1
2892,"['fantastic', 'bet', 'super', 'exhilarate', 'heart-eyes', 'with', 'smiling', 'face']",1
2893,"['thanks', 'get', 'back', 'exemplary', 'customer', 'service', 'loyal', 'customer']",0
2894,"['much', 'news', 'pakistan', 'afghanistan', 'etc', 'need', 'cheery', 'news', 'frybread', 'stand', 'everyone', 'medium', 'grim']",0
2895,"['back', 'pat']",0
2896,"['yahweh', 'god', 'among', 'warrior', 'save', 'rejoice', 'gladness']",1
2897,"['come', 'glasgow', 'night', 'work', 'fuck', 'gutted', 'wait', 'appearance', 'age']",0
2898,"['look', 'especially', 'lovely', 'sadly', 'remove', 'potentially', 'indignant', 'convoy']",1
2899,"['terrify', 'let', 'wear', 'love', 'consistency', 'truth', 'rough', 'time', 'hang', 'heart', 'red']",1
2900,"['angry', 'god', 'get', 'want', 'god', 'give', 'eec', 'least']",1
2901,"['tampon', 'hall', 'use', 'word', 'fact', 'msc', 'sentence']",0
2902,"['concern', 'sister', 'show', 'want', 'lol']",0
2903,"['thing', 'twitter', 'remember', 'tweet', 'bore', 'alone', 'come', 'across', 'like', 'really', 'dull', 'sad', 'life', 'alien']",0
2904,"['never', 'find', 'someone', 'love', 'like', 'love', 'revenge']",0
2905,"['love', 'new', 'show']",1
2906,"['mix', 'pretty', 'well', 'use', 'slider', 'pretty', 'affective', 'far']",0
2907,"['imposture', 'intellectually']",0
2908,"['absurd', 'could', 'laugh', 'right', 'also', 'feel', 'like', 'cry', 'future', 'country']",0
2909,"['god', 'know', 'wan', 'girl', 'slept', 'half', 'mate']",0
2910,"['wheel', 'grow', 'old', 'become', 'aware', 'individual', 'dull', 'responsibility', 'life']",1
2911,"['omega', 'incense', 'look', 'behind', 'counter', 'like', 'mirror', 'say', 'say', 'say', 'originally']",0
2912,"['noah', 'fence', 'want', 'harley', 'quinn', 'blake', 'lively', 'layout']",1
2913,"['paul', 'forever', 'paul', 'paul', 'play', 'well', 'game']",0
2914,"['care', 'less', 'watch', 'since', 'mid', 'point', 'season']",0
2915,"['think', 'rucksack', 'laptop', 'possession', 'murky', 'business', 'note', 'away', 'bed']",0
2916,"['believe', 'fear', 'allah', 'believe', 'messenger', 'give', 'double', 'portion', 'mercy', 'duran']",0
2917,"['love', 'united', 'manager', 'twitter', 'form', 'fantasy', 'honestly', 'despair', 'time', 'back', 'fuck', 'team']",0
2918,"['stop', 'racism', 'overnight', 'gun', 'violence', 'terrorism', 'literally', 'stop', 'trump', 'overnight', 'like', 'let']",1
2919,"['even', 'celebrate', 'win', 'mourn', 'cause', 'first', 'test', 'week', 'busy', 'confused', 'face']",0
2920,"['beak', 'woman', 'almost', 'shock', 'low', 'follower']",0
2921,"['brave', 'young', 'individual', 'open', 'help', 'raise', 'awareness']",1
2922,"['cheerful', 'heart', 'unending', 'banquet', 'proverb', 'middle']",1
2923,"['view', 'human', 'dynamic', 'expression', 'cosmos', 'exist', 'within']",1
2924,"['husband', 'lose', 'booked', 'apartment', 'exist', 'care']",0
2925,"['play', 'september', 'demetrio', 'taylor']",0
2926,"['make', 'breathless']",0
2927,"['fuck', 'restless']",0
2928,"['vantage', 'point', 'make', 'palm', 'sweat', 'every', 'time', 'watch', 'but', 'disappointed', 'relieved', 'face']",0
2929,"['imposture', 'intellectually']",0
2930,"['hearty', 'welcome', 'follow']",0
2931,"['liberal', 'outrage', 'king', 'say', 'word', 'really', 'anger', 'white', 'yuppie', 'progressive', 'fuck', 'shame', 'black']",0
2932,"['nick', 'say', 'territorial', 'growl', 'someone', 'get', 'close']",0
2933,"['sad', 'people', 'sick', 'bore', 'grimacing', 'face']",0
2934,"['rainy', 'day', 'cheerful', 'sunshine', 'prussian', 'want', 'nothing', 'prussian']",1
2935,"['see', 'something', 'hurt', 'much', 'past', 'front', 'single', 'sign', 'grieve', 'magicalllll', 'sparkles']",1
2936,"['kitchen', 'sink', 'kitchen', 'sink', 'okay', 'friend']",0
2937,"['really', 'rock', 'jack', 'black', 'kevin', 'hart', 'kid', 'wwf']",0
2938,"['burst', 'cry', 'alone', 'realize', 'one', 'truly', 'know', 'unhappy', 'really', 'want', 'anyone', 'know']",0
2939,"['btw', 'month', 'depression', 'free', 'time', 'get', 'relapse', 'superb']",0
2940,"['game', 'site', 'lean', 'heyday', 'lean', 'last', 'gen', 'gen', 'start', 'vitriolic', 'mostly']",0
2941,"['happy', 'birthday', 'roy', 'buchanan', 'bear', 'day']",1
2942,"['sadness', 'leave', 'break', 'bed', 'hold', 'depth', 'despair', 'name', 'love', 'notes', 'musical']",1
2943,"['thought', 'leave', 'part', 'life', 'behind', 'nit', 'back', 'haunt', 'every', 'girl', 'love']",0
2944,"['meet', 'tiff', 'mall', 'soon', 'congrats', 'get', 'babe', 'exclamation', 'heart', 'heavy']",0
2945,"['yes', 'make', 'smile', 'happy', 'she', 'deserve', 'happiness']",1
2946,"['dude', 'way', 'irritate', 'way', 'give', 'pussy', 'tone', 'rolling', 'face', 'NO', 'gesturing', 'medium-dark', 'with', 'skin', 'person', 'eyes']",0
2947,"['election', 'fine', 'vote', 'party', 'useless', 'one', 'hesitate', 'say', 'selfish']",0
2948,['daaaaaaamn'],0
2949,"['awe', 'yay', 'thank', 'god', 'worry']",0
2950,"['simply', 'act', 'kindness', 'strength', 'optimism', 'today', 'best', 'day', 'ever']",1
2951,"['watch', 'amaze', 'live', 'broadcast']",0
2952,"['might', 'make', 'look', 'weak', 'person', 'one', 'hold']",1
2953,"['come', 'raw', 'isi', 'spy', 'decade', 'spy', 'support', 'terrorism', 'two', 'different', 'thing']",0
2954,"['despise', 'lord', 'rebuke', 'discipline', 'love']",1
2955,"['want', 'make', 'plummet', 'depth', 'despair']",0
2956,"['close', 'end', 'revision', 'take', 'story', 'love', 'new', 'direction', 'exhilarating']",0
2957,"['cry', 'snapshot', 'bring', 'serious', 'feel', 'heart', 'face', 'crying', 'red', 'loudly']",0
2958,"['need', 'good', 'vibe', 'doctor', 'appointment', 'tomorrow']",1
2959,"['tell', 'people', 'panic', 'let', 'see', 'last', 'year', 'best', 'nfl', 'get', 'team']",0
2960,"['look', 'today', 'saw', 'people', 'past', 'min']",0
2961,"['hello', 'dear', 'friends', 'back', 'online', 'friday', 'night', 'miss']",1
2962,"['everyday', 'gay', 'panic', 'stun', 'draw', 'guy', 'att', 'block', 'toilet', 'stall', 'crack', 'paper', 'towel', 'total', 'incomprehension']",0
2963,"['realistic', 'probability', 'clown', 'might', 'next', 'president']",0
2964,"['unarmed', 'black', 'kill', 'white', 'cop', 'many', 'die', 'every', 'month', 'chicago', 'where']",0
2965,"['really', 'care', 'like', 'state', 'would', 'seriously', 'address', 'sensitivity', 'training', 'employee']",0
2966,"['teeth', 'sink', 'vein', 'poor', 'woman', 'accidentally', 'small', 'problem', 'engine', 'outside']",0
2967,"['bilal', 'aboody', 'live', 'mosquito', 'texas', 'sentence', 'month', 'prison', 'lie', 'fed']",0
2968,"['huh', 'sprint', 'coach', 'slow', 'team', 'comp', 'talk', 'rob', 'living']",0
2969,"['sadly', 'best', 'day', 'behind']",0
2970,"['click', 'uptake', 'vehicle', 'available']",0
2971,"['serious', 'separation', 'anxiety', 'broken', 'heart', 'face', 'crying', 'loudly']",0
2972,"['well', 'hear', 'girl', 'attract', 'men', 'look', 'like', 'dad', 'OK', 'hand']",0
2973,"['best', 'quote', 'german', 'almost']",1
2974,"['bright', 'shine', 'dark', 'night', 'rock']",1
2975,"['rejoice', 'get', 'pay']",1
2976,"['sorry', 'upset', 'madam', 'get', 'query', 'hesitate', 'contact', 'department', 'meantime', 'fancy', 'beer']",1
2977,"['last', 'year', 'average', 'terrorist', 'attack', 'month', 'good', 'debate', 'topic']",0
2978,"['one', 'day', 'stop', 'watching']",0
2979,"['per', 'capita', 'income', 'almost', 'like', 'mini', 'coefficient', 'dismal', 'ambition', 'high', 'output', 'zero']",0
2980,"['day', 'potential', 'leadership', 'proud']",1
2981,"['may', 'send', 'copy', 'either', 'book', 'real', 'paper', 'one', 'boy', 'greyhound']",0
2982,"['taif', 'hope', 'everyone', 'need', 'find', 'friends', 'stay', 'weekend']",1
2983,"['passenger', 'car', 'next', 'cheerfully', 'ask', 'cigarette', 'direction']",0
2984,"['nothing', 'lovely', 'great', 'mate', 'send', 'joyful', 'sweet', 'pic', 'thankyou', 'xxxx']",1
2985,"['kayak', 'merriment', 'together', 'settlor', 'inflatable', 'kayak', 'eyggjxml']",0
2986,"['one', 'friends', 'fear', 'mirror', 'try', 'summon', 'bloody', 'mary', 'think', 'pop', 'time']",0
2987,"['aha', 'actually', 'doggy', 'barrack', 'anyone', 'gas']",1
2988,"['time', 'think', 'never', 'sober', 'still', 'grace', 'beyond', 'limit', 'tone', 'hands', 'folded', 'medium-dark', 'skin']",1
2989,"['white', 'lady', 'tell', 'incite', 'suspicion', 'base', 'look', 'taboos', 'athletic', 'build', 'wear', 'drag', 'wow']",0
2990,"['sylvia', 'elate', 'receive', 'kiss', 'little', 'prince', 'bright', 'smile', 'clear', 'glance', 'garrett', 'else']",0
2991,"['wait', 'mean', 'arm', 'book']",0
2992,"['race', 'war']",0
2993,"['hell', 'hath', 'fury', 'like', 'sound', 'technician', 'scorn', 'that', 'quote', 'right']",0
2994,"['love', 'dog', 'playful', 'really', 'scratched', 'face', 'flail', 'paws', 'excitement', 'almost', 'tore', 'nose', 'ring']",0
2995,"['war', 'almost', 'bomb', 'strategy', 'time', 'ripe', 'crush', 'camp']",1
2996,"['despite', 'absolute', 'delight', 'child', 'would', 'feel', 'kitten', 'home', 'misery', 'husband', 'would', 'feel']",0
2997,"['await', 'see', 'new', 'avtar', 'young', 'man']",1
2998,"['please', 'fire', 'lemon', 'let', 'report', 'anymore', 'protest', 'run', 'away', 'issue', 'hand']",0
2999,"['problem', 'time', 'take', 'mean', 'date', 'already']",0
3000,"['pretty', 'sure', 'cause', 'ever', 'since', 'saturday', 'ive', 'super', 'sad', 'lol']",0
3001,"['confident', 'never', 'experience', 'success', 'last', 'yrs', 'best', 'hope', 'another', 'bournemouth']",1
3002,"['best', 'quote', 'german', 'almost']",0
3003,"['wow', 'think', 'spectre', 'morning', 'problem', 'haunt', 'afternoon', 'well', 'write', 'sentence']",0
3004,"['felt', 'bit', 'shit', 'get', 'high', 'blood', 'sugar', 'remember', 'first', 'one', 'week', 'incredible']",1
3005,"['fee', 'otherwise', 'trick', 'palm', 'oil', 'delegation', 'jaunty', 'resident', 'tzxchldaq']",0
3006,"['put', 'passport', 'safe', 'back', 'get', 'back', 'australia', 'problem', 'remember', 'safe', 'showing', 'passport', 'globe', 'Asia-Australia', 'control']",0
3007,"['answer', 'text', 'pls', 'snap']",0
3008,"['doubt', 'anything', 'afraid', 'trump', 'vilify', 'minority', 'woman']",0
3009,"['age', 'see', 'gray', 'gray', 'bad', 'eye', 'perspective']",0
3010,"['realistic', 'probability', 'clown', 'might', 'next', 'president']",0
3011,"['one', 'parking', 'sensor', 'still', 'manage', 'reverse', 'thing']",0
3012,"['feel', 'awkward', 'timid', 'everyone']",0
3013,"['provocation', 'set', 'curiosity', 'entity', 'feed', 'fuel', 'fire', 'speaking', 'quatrain', 'hmmm', 'america', 'need', 'vigilant']",0
3014,"['begin', 'process', 'see', 'work', 'option']",0
3015,"['whenever', 'hear', 'concert', 'postpone', 'think', 'dismal', 'ticket', 'sale', 'green', 'day']",0
3016,"['feel', 'good', 'get', 'outside', 'minute', 'get', 'fresh', 'air', 'hard', 'stay', 'cooped', 'inside', 'day']",1
3017,"['welcome', 'thank', 'likewise', 'hop', 'learn', 'like', 'concern']",1
3018,"['congratulation', 'top', 'home', 'owning', 'tip', 'try', 'look', 'mortgage', 'balance', 'often', 'slowness', 'depress']",0
3019,"['tell', 'happy', 'anniversary', 'happy']",0
3020,"['late', 'new', 'optimism', 'keep', 'live', 'right', 'meet', 'lott', 'schaaf', 'talk', 'new', 'stadium']",1
3021,"['let', 'fear', 'hold', 'back', 'want', 'use', 'power', 'push', 'towards', 'goal', 'fear', 'action']",1
3022,"['hennessey', 'dreadful', 'mutch', 'even', 'pitch', 'fryer', 'depth', 'unfortunately']",0
3023,"['shootout', 'drunk', 'man', 'bus', 'piss', 'bottle', 'seat']",0
3024,"['never', 'find', 'exact', 'exact', 'moment', 'need']",0
3025,"['okay', 'need', 'way', 'make', 'sure', 'please', 'everyone', 'make', 'happy']",1
3026,"['ive', 'always', 'wonder', 'long', 'angelina', 'put', 'brad', 'crap', 'gon', 'lie', 'neutral', 'face']",0
3027,"['exactly', 'say']",0
3028,"['wish', 'really', 'truly', 'wish', 'modicum', 'banter']",1
3029,"['hell', 'hath', 'fury', 'like', 'late', 'twenty', 'something', 'dude', 'concur', 'government', 'session', 'keep', 'fire', 'submit', 'form']",0
3030,"['point', 'live', 'optimist', 'foolish', 'enough', 'believe', 'best', 'yet', 'come', 'peter', 'ustinov']",1
3031,"['ellie', 'give', 'load', 'gifts', 'note', 'uni', 'burst', 'tear', 'love', 'weary', 'face']",1
3032,"['think', 'daunt', 'fact', 'typical', 'offer', 'grade', 'even', 'though', 'proven', 'case', 'exactly']",0
3033,"['ask', 'parcel', 'deliver', 'pick', 'store', 'address']",0
3034,"['common', 'method', 'use', 'make']",0
3035,"['share', 'way', 'share']",1
3036,"['dont', 'dull']",0
3037,"['danish', 'horror', 'depth']",0
3038,"['imagine', 'person', 'spray', 'tan']",0
3039,"['irish', 'citizen', 'boil', 'drinking', 'water', 'leave', 'one', 'foot', 'firmly', 'bog']",0
3040,"['great', 'talk']",1
3041,"['whisper', 'frown']",1
3042,"['embarrass', 'lack', 'defensive', 'depth', 'come', 'back', 'haunt']",0
3043,"['accept', 'challenge', 'may', 'feel', 'exhilaration', 'victory', 'ntomiho', 'ipaglabanmo', 'tapingday']",1
3044,"['force', 'neighbour', 'pay', 'people', 'nerve']",0
3045,"['morning', 'start', 'amaze', 'hopefully', 'whole', 'day', 'want']",1
3046,"['love', 'people', 'say', 'racist', 'right', 'say', 'racist', 'shit', 'work']",0
3047,"['people', 'steal', 'thing', 'work', 'quite', 'damp', 'day', 'wear', 'pyjamas', 'day']",0
3048,"['awe', 'sweetheart', 'adorable', 'heart-eyes', 'smiling', 'face', 'heart', 'red', 'with', 'eyes']",0
3049,"['intimidate', 'work', 'ethic', 'think', 'know', 'want', 'spot', 'joy', 'face', 'tears', 'of', 'with', 'winking']",0
3050,"['anyway', 'car', 'furious', 'white', 'men', 'really', 'funny', 'story', 'tell', 'sober', 'joy', 'face', 'tears', 'of', 'with']",0
3051,"['shiver', 'pause', 'word', 'abandonment', 'still', 'fresh', 'upon', 'tip', 'tongue']",1
3052,"['would', 'almost', 'take', 'offense', 'actually', 'snap']",0
3053,"['guy', 'video', 'shake']",0
3054,"['wait', 'see', 'hun']",0
3055,"['airport', 'depress', 'watch', 'love', 'couple', 'cute', 'people', 'come', 'holiday', 'cute', 'hurry', 'november', 'airplane']",0
3056,"['awe', 'thanks', 'without', 'help', 'support', 'amaze', 'encouragement', 'raising', 'tone', 'a', 'face', 'hands', 'light', 'blowing', 'kiss', 'hearts', 'skin', 'two']",1
3057,"['thank', 'disney', 'theme', 'episode', 'let', 'discover', 'amazing']",1
3058,"['sweeting', 'sporadic', 'wife', 'tube']",0
3059,"['spur', 'radio', 'commentator', 'refer', 'mauricio', 'pochettino', 'mop', 'felt', 'sudden', 'surge', 'rage']",0
3060,"['even', 'right']",0
3061,"['forgot', 'tonight', 'much', 'real', 'world', 'distract', 'medium-light', 'monkey', 'tone', 'speak-no-evil', 'face', 'see-no-evil', 'NO', 'gesturing', 'flushed', 'skin', 'person']",0
3062,"['matty', 'dawson', 'score']",0
3063,"['ice', 'make', 'mad', 'steam', 'face', 'with', 'from', 'nose']",0
3064,"['never', 'fear', 'want', 'business', 'man', 'qualify', 'well', 'call', 'never', 'fail', 'employment']",1
3065,"['someone', 'teach', 'cheer', 'someone']",1
3066,"['anyone', 'notice', 'story', 'recent', 'day', 'paint', 'positive', 'accomplishment', 'trump', 'challenge', 'hillary']",0
3067,"['hate', 'people', 'say', 'need', 'talk', 'need', 'talk', 'anxiety', 'immediately']",0
3068,"['fret', 'many', 'opportunity', 'life', 'worry', 'one', 'work']",1
3069,"['nephew', 'cousin', 'nowhere', 'near', 'bad', 'guy', 'could', 'kill', 'moment', 'cop', 'think', 'color']",0
3070,['allows'],0
3071,"['know', 'eec', 'brendon', 'video', 'mao', 'devotee', 'video', 'get', 'shook']",0
3072,"['life', 'order', 'complete', 'amazing', 'life', 'journey', 'successfully']",1
3073,"['mom', 'cut', 'phone', 'furious']",0
3074,"['vile', 'piece', 'scum', 'rejoice', 'fact', 'dead', 'child', 'inhuman', 'say', 'bad', 'still', 'hope', 'karma', 'knock']",1
3075,"['golden', 'brown', 'hue', 'meet', 'baby', 'blue', 'arm', 'cross', 'breast', 'sulk', 'let', 'guess']",1
3076,"['root', 'since', 'begin']",0
3077,"['lose', 'heart', 'dark', 'underneath', 'star', 'headphone']",1
3078,"['sense', 'theme', 'tho', 'lol']",1
3079,"['best', 'whatever', 'think', 'something', 'well', 'trophy']",1
3080,"['report', 'sky', 'stoke', 'play', 'tonight', 'think', 'stay', 'messageboard', 'tonight', 'though', 'grim']",0
3081,"['sandpiper', 'play', 'big', 'river', 'outside', 'bridge']",1
3082,"['pain', 'hip', 'squat', 'sign', 'youthfulness', 'spry', 'right']",1
3083,"['look', 'way', 'let', 'think', 'rohan', 'last', 'week']",0
3084,"['checked', 'flight', 'toronto', 'take', 'seat', 'infuriate']",0
3085,[],0
3086,"['forever', 'rag', 'joy', 'face', 'crying', 'tears', 'smirking', 'of', 'with', 'loudly']",0
3087,"['break', 'heart', 'see', 'people', 'upset', 'try', 'best', 'make', 'smile', 'cheer']",1
3088,"['airplane', 'wife', 'ridiculous']",0
3089,"['lord', 'turn', 'face', 'toward', 'give', 'peace', 'number']",1
3090,"['happiness', 'always', 'choose', 'see', 'point', 'dwell', 'dark', 'ignore', 'light', 'star']",1
3091,"['monday', 'face', 'would', 'punch']",0
3092,"['chase', 'fame', 'nif', 'resent', 'when', 'start', 'chase', 'nwrdsmth']",1
3093,"['hate', 'sugar', 'cooky', 'shit', 'awful']",0
3094,"['another', 'board', 'match', 'paper', 'team', 'moment', 'show', 'field', 'onto', 'denver']",0
3095,"['sit', 'home', 'damn', 'much', 'everything', 'start', 'irritate', 'need', 'get', 'house']",0
3096,"['always', 'smile', 'always', 'happy', 'joy', 'face', 'tears', 'of', 'with']",1
3097,"['watch', 'amaze', 'live', 'broadcast', 'milk']",1
3098,"['learn', 'viral', 'insult', 'ballet', 'stop', 'try', 'wrongfully', 'stick', 'model', 'pointe', 'shoe', 'eyes', 'with', 'rolling', 'face']",0
3099,"['rear', 'garden', 'alarm', 'activate', 'telford', 'house']",0
3100,"['like', 'hello', 'first', 'bear', 'must', 'always', 'laugh', 'joke']",0
3101,"['yes', 'apparently', 'popular', 'snap', 'eyes', 'with', 'rolling', 'face']",1
3102,"['talk', 'carry', 'pakistan', 'mouth', 'stink']",0
3103,"['get', 'davis', 'suffer', 'great', 'food', 'new', 'terrific', 'atmosphere', 'say', 'twitter', 'server', 'get', 'free']",0
3104,"['lol', 'madden', 'tuber', 'dont', 'know', 'nothing', 'bout', 'madden', 'cut', 'smash']",0
3105,"['patti', 'seem', 'sad', 'stamp', 'ran', 'behind', 'sofa', 'give', 'plenty', 'love', 'affection', 'usual']",1
3106,"['time', 'wound', 'heel']",1
3107,"['get', 'happy', 'think', 'try', 'thousand', 'time', 'already', 'help']",0
3108,"['look', 'exhilarate', 'look', 'forward', 'see', 'medium-light', 'tone', 'up', 'thumbs', 'skin']",1
3109,"['feel', 'like', 'house', 'basic', 'requirement', 'literally', 'option']",0
3110,"['give', 'someone', 'power', 'let', 'word', 'offend']",1
3111,"['old', 'rich', 'white', 'religious', 'guy', 'support', 'republicans', 'shock']",0
3112,"['real', 'life', 'conundrum', 'cut', 'cant', 'find', 'good', 'spot', 'mini', 'hoop', 'really', 'start', 'depress']",0
3113,"['direct', 'anger', 'thief', 'government']",0
3114,"['abysmal', 'ignorance', 'frivolity', 'levity', 'italian', 'priest', 'stupefy', 'roland', 'barnton', 'luther']",0
3115,['make'],1
3116,"['maybe', 'send', 'good', 'luck', 'job', 'interview', 'tomorrow', 'face', 'flushed']",0
3117,"['suspicion', 'know']",0
3118,"['find', 'two', 'best', 'wendy', 'rage', 'make', 'last', 'week', 'sleep', 'extra', 'worth']",0
3119,"['outrage', 'kessel', 'tweet', 'butthurt', 'usa', 'player', 'hilarious']",1
3120,"['react', 'angrily', 'take', 'provoke', 'longer']",0
3121,"['hate', 'overthinking', 'like', 'jus', 'wan', 'happy', 'pls']",1
3122,"['throw', 'straight', 'american', 'horror', 'story', 'time', 'grieve']",1
3123,['delight'],1
3124,"['care', 'shape', 'blue', 'owe', 'fuck', 'hiding', 'long', 'overdue', 'front']",0
3125,"['usually', 'personal', 'reason', 'mean', 'offend', 'anyone']",1
3126,"['ahh', 'voice', 'get', 'well', 'ask', 'play']",1
3127,"['since', 'update', 'loses', 'power', 'nearly', 'faster']",0
3128,"['back', 'pat']",1
3129,"['bang', 'gordon', 'accuse', 'abuse', 'marillion', 'parrot']",0
3130,"['new', 'song', 'mega', 'reminds', 'collision']",0
3131,"['time', 'joyous', 'celebration', 'party', 'popper']",1
3132,[],0
3133,"['solution', 'punish', 'criminal', 'way', 'discourage', 'crime', 'circle', 'continue']",0
3134,"['check', 'give', 'strength', 'one', 'smile']",1
3135,"['bad', 'thing', 'confirmation']",0
3136,"['look', 'like', 'rabid', 'pack', 'inbred']",0
3137,"['think', 'work', 'tomorrow', 'since', 'val', 'leave', 'need', 'day', 'mourn']",0
3138,"['team', 'face', 'barra', 'bayern', 'defeat', 'one', 'face', 'wrath']",0
3139,"['week', 'course', 'kitchen', 'sink', 'throw', 'still', 'pull', 'knife', 'fork', 'ear']",0
